Category,Price,Rating,Discount,Stock,In_Stock
CLOTHING,878.97,3.94,46.28,In Stock,1
ELECTRONICS,8399.18,4.24,2.18,In Stock,1
FURNITURE,6008.78,4.13,10.73,In Stock,1
ELECTRONICS,8197.77,3.66,8.28,Out of Stock,0
FURNITURE,3534.68,3.75,12.23,Out of Stock,0
FOOD,404.6,4.8,10.08,In Stock,1
FURNITURE,6531.86,4.05,11.95,In Stock,1
CLOTHING,1787.45,2.39,14.68,In Stock,1
ELECTRONICS,8281.14,2.54,16.73,Out of Stock,0
FOOD,762.47,4.61,11.33,In Stock,1
FURNITURE,12464.24,2.23,2.51,Out of Stock,0
FOOD,75.04,3.77,27.11,In Stock,1
ELECTRONICS,6194.93,1.83,19.4,Out of Stock,0
FURNITURE,3300.05,3.75,4.82,In Stock,1
FURNITURE,3449.86,4.21,2.09,Out of Stock,0
FOOD,463.83,3.96,1.96,In Stock,1
FURNITURE,3599.07,1.4,1.07,Out of Stock,0
FURNITURE,12126.7,2.7,5.14,Out of Stock,0
FOOD,363.78,4.86,27.32,In Stock,1
ELECTRONICS,8578.38,4.54,6.39,In Stock,1
CLOTHING,1452.77,3.84,33.06,In Stock,1
ELECTRONICS,7408.5,2.6,19.72,Out of Stock,0
CLOTHING,2552.81,3.3,37.73,In Stock,1
ELECTRONICS,1173.9,2.3,20.86,Out of Stock,0
ELECTRONICS,7014.86,1.07,16.3,In Stock,1
CLOTHING,1397.98,3.74,8.33,Out of Stock,0
ELECTRONICS,5874.98,4.56,12.17,Out of Stock,0
FURNITURE,14403.41,4.5,5.58,Out of Stock,0
FURNITURE,6585.64,4.0,14.98,Out of Stock,0
ELECTRONICS,8148.21,4.18,15.63,In Stock,1
FURNITURE,7264.08,3.01,12.5,Out of Stock,0
FOOD,566.09,3.04,10.1,In Stock,1
CLOTHING,861.19,2.7,45.75,In Stock,1
ELECTRONICS,5184.47,1.88,6.19,Out of Stock,0
FOOD,512.66,4.07,6.55,In Stock,1
FURNITURE,4970.89,1.83,7.54,Out of Stock,0
FOOD,253.38,4.9,13.92,In Stock,1
ELECTRONICS,5293.98,3.92,6.58,In Stock,1
ELECTRONICS,8267.44,2.12,11.41,Out of Stock,0
CLOTHING,1787.38,4.78,16.75,In Stock,1
CLOTHING,1787.38,3.39,46.72,In Stock,1
ELECTRONICS,9506.93,1.36,2.64,Out of Stock,0
CLOTHING,1738.77,2.32,20.55,In Stock,1
FURNITURE,4780.62,3.23,14.24,Out of Stock,0
FURNITURE,14960.81,2.31,8.99,Out of Stock,0
CLOTHING,2640.67,2.35,36.03,In Stock,1
FURNITURE,7906.12,1.72,6.04,Out of Stock,0
CLOTHING,689.9,4.09,16.37,In Stock,1
CLOTHING,1278.51,2.36,43.91,In Stock,1
ELECTRONICS,7467.22,3.29,11.39,In Stock,1
FOOD,357.87,3.39,22.35,In Stock,1
FURNITURE,4524.68,1.36,10.65,Out of Stock,0
FOOD,419.74,3.61,14.26,In Stock,1
CLOTHING,1623.38,4.13,33.05,In Stock,1
FOOD,533.3,4.43,8.78,In Stock,1
ELECTRONICS,6611.67,2.75,6.15,Out of Stock,0
FURNITURE,14819.25,3.85,2.47,Out of Stock,0
FOOD,54.2,3.09,7.32,In Stock,1
CLOTHING,785.73,3.6,43.61,In Stock,1
FOOD,602.56,3.43,11.98,In Stock,1
FOOD,430.92,4.62,25.17,In Stock,1
ELECTRONICS,9548.59,3.04,13.89,Out of Stock,0
FOOD,133.85,4.13,7.46,In Stock,1
ELECTRONICS,7158.58,3.54,5.14,Out of Stock,0
FOOD,89.14,3.02,12.23,In Stock,1
FURNITURE,3100.2,1.39,3.59,Out of Stock,0
FURNITURE,5654.66,4.45,4.59,In Stock,1
FOOD,145.57,4.09,25.74,In Stock,1
FOOD,419.74,3.59,16.85,In Stock,1
ELECTRONICS,8574.28,3.91,12.23,Out of Stock,0
FURNITURE,13449.73,4.05,8.68,Out of Stock,0
CLOTHING,1574.64,3.92,41.82,In Stock,1
CLOTHING,514.13,4.98,13.23,In Stock,1
CLOTHING,1675.62,4.62,15.13,In Stock,1
ELECTRONICS,7383.98,1.53,7.9,Out of Stock,0
FOOD,182.85,3.73,11.2,In Stock,1
ELECTRONICS,9965.85,4.98,2.3,Out of Stock,0
FOOD,594.48,3.1,0.91,In Stock,1
CLOTHING,763.33,4.9,47.34,In Stock,1
ELECTRONICS,5969.64,1.65,4.81,Out of Stock,0
FOOD,436.66,4.14,6.65,In Stock,1
ELECTRONICS,8783.11,2.24,18.44,Out of Stock,0
CLOTHING,2141.81,3.31,40.55,In Stock,1
FOOD,663.44,3.58,10.19,In Stock,1
ELECTRONICS,9679.78,1.66,0.84,Out of Stock,0
FURNITURE,8448.66,3.8,11.58,Out of Stock,0
ELECTRONICS,9597.65,3.03,2.0,In Stock,1
ELECTRONICS,7943.44,4.11,12.23,Out of Stock,0
FOOD,179.49,3.02,17.81,In Stock,1
CLOTHING,2716.84,4.01,49.19,In Stock,1
ELECTRONICS,7251.75,4.61,16.28,In Stock,1
CLOTHING,1285.6,4.92,12.23,In Stock,1
CLOTHING,2723.26,3.46,39.09,In Stock,1
FURNITURE,9761.65,1.42,7.98,Out of Stock,0
CLOTHING,1391.99,4.38,39.12,In Stock,1
FURNITURE,13927.35,1.05,12.14,Out of Stock,0
FURNITURE,14261.54,3.76,1.95,Out of Stock,0
CLOTHING,703.2,2.06,33.29,In Stock,1
FURNITURE,10556.07,4.45,5.97,Out of Stock,0
CLOTHING,1329.77,3.87,42.15,Out of Stock,0
FURNITURE,14241.29,3.81,6.4,Out of Stock,0
ELECTRONICS,8174.57,4.43,9.81,In Stock,1
FOOD,419.74,3.34,0.0,In Stock,1
CLOTHING,2295.59,2.33,15.97,Out of Stock,0
CLOTHING,1244.69,3.68,22.91,In Stock,1
FOOD,556.01,3.11,3.72,In Stock,1
FOOD,424.41,3.67,8.87,In Stock,1
ELECTRONICS,5335.14,4.58,13.84,Out of Stock,0
ELECTRONICS,5608.09,1.26,19.5,Out of Stock,0
FOOD,560.88,3.83,21.05,In Stock,1
FOOD,617.25,4.56,14.34,In Stock,1
FURNITURE,8158.59,1.04,13.9,Out of Stock,0
ELECTRONICS,10239.69,3.03,13.79,Out of Stock,0
FURNITURE,13979.18,4.46,13.11,Out of Stock,0
FOOD,798.34,3.49,25.27,In Stock,1
CLOTHING,2557.57,2.69,9.43,Out of Stock,0
ELECTRONICS,9897.1,2.18,17.42,Out of Stock,0
FURNITURE,3049.53,1.07,6.99,Out of Stock,0
FOOD,229.04,4.38,16.97,In Stock,1
ELECTRONICS,5387.43,1.65,7.76,Out of Stock,0
CLOTHING,964.01,4.38,23.72,In Stock,1
FURNITURE,4121.18,2.7,1.36,Out of Stock,0
FOOD,146.7,3.48,25.79,In Stock,1
CLOTHING,2811.53,4.48,20.03,In Stock,1
CLOTHING,1181.12,3.65,37.48,In Stock,1
ELECTRONICS,9966.86,1.53,0.99,Out of Stock,0
ELECTRONICS,7251.75,4.5,43.09,In Stock,1
CLOTHING,2196.16,3.46,28.0,Out of Stock,0
ELECTRONICS,9569.07,4.87,16.94,Out of Stock,0
FURNITURE,6717.1,1.69,8.22,Out of Stock,0
CLOTHING,1632.54,4.63,9.5,In Stock,1
FURNITURE,6092.88,3.63,1.42,Out of Stock,0
FURNITURE,6849.17,2.36,9.34,Out of Stock,0
ELECTRONICS,5790.66,4.44,8.95,In Stock,1
ELECTRONICS,737.77,3.94,8.25,Out of Stock,0
CLOTHING,854.57,2.01,12.23,In Stock,1
FURNITURE,4285.88,2.37,8.84,Out of Stock,0
ELECTRONICS,6378.43,1.7,15.49,Out of Stock,0
FOOD,760.09,3.2,4.67,In Stock,1
FOOD,770.01,3.08,29.33,In Stock,1
CLOTHING,511.61,4.62,18.83,In Stock,1
ELECTRONICS,9692.94,2.27,13.09,Out of Stock,0
FOOD,110.02,3.48,23.21,Out of Stock,0
FOOD,446.51,4.86,12.86,Out of Stock,0
CLOTHING,2674.53,3.35,49.07,Out of Stock,0
FOOD,769.88,3.66,26.58,In Stock,1
CLOTHING,2619.03,2.63,33.09,Out of Stock,0
FOOD,104.51,4.67,5.24,In Stock,1
ELECTRONICS,5354.07,2.6,11.54,Out of Stock,0
FURNITURE,13259.0,4.41,12.23,In Stock,1
CLOTHING,651.12,4.25,30.43,In Stock,1
CLOTHING,1619.73,2.93,27.61,Out of Stock,0
ELECTRONICS,6693.4,3.03,10.88,Out of Stock,0
ELECTRONICS,9384.24,3.17,12.23,Out of Stock,0
FOOD,688.32,4.11,6.21,In Stock,1
CLOTHING,2058.77,3.07,43.0,In Stock,1
ELECTRONICS,8439.6,3.54,1.43,Out of Stock,0
ELECTRONICS,6980.12,4.93,16.17,In Stock,1
CLOTHING,899.85,2.83,19.84,In Stock,1
CLOTHING,2125.91,4.27,38.73,In Stock,1
ELECTRONICS,7549.37,4.24,8.74,In Stock,1
ELECTRONICS,5619.4,3.26,19.05,Out of Stock,0
CLOTHING,2482.48,3.74,34.11,In Stock,1
CLOTHING,2826.41,3.29,19.91,In Stock,1
CLOTHING,2943.1,4.59,19.54,In Stock,1
FOOD,397.84,3.83,4.47,In Stock,1
FOOD,768.36,3.81,26.26,In Stock,1
ELECTRONICS,5946.78,3.19,0.48,Out of Stock,0
CLOTHING,2410.55,3.74,33.15,In Stock,1
FURNITURE,3620.65,1.74,1.11,Out of Stock,0
FOOD,266.69,4.25,16.99,In Stock,1
FOOD,509.11,4.1,8.19,In Stock,1
ELECTRONICS,1111.27,2.41,43.21,In Stock,1
FURNITURE,10397.75,1.65,2.66,Out of Stock,0
FURNITURE,13476.43,3.6,9.89,Out of Stock,0
ELECTRONICS,355.15,3.52,29.38,In Stock,1
FURNITURE,12566.87,2.06,12.71,Out of Stock,0
ELECTRONICS,8794.66,2.19,8.53,Out of Stock,0
ELECTRONICS,5929.77,1.44,14.46,Out of Stock,0
FURNITURE,6210.14,3.87,14.93,In Stock,1
FURNITURE,3919.44,2.66,12.03,Out of Stock,0
ELECTRONICS,8944.75,4.04,6.98,In Stock,1
CLOTHING,1634.63,3.46,48.83,In Stock,1
ELECTRONICS,6637.74,4.69,5.39,Out of Stock,0
CLOTHING,2972.69,4.01,25.86,In Stock,1
FURNITURE,10360.69,1.95,4.11,Out of Stock,0
FOOD,135.17,3.23,10.43,In Stock,1
CLOTHING,2407.14,3.82,9.62,Out of Stock,0
CLOTHING,2630.59,3.8,48.24,In Stock,1
ELECTRONICS,8350.93,1.7,9.48,In Stock,1
CLOTHING,2121.24,2.08,5.67,In Stock,1
FOOD,147.05,3.5,12.89,In Stock,1
FURNITURE,8849.29,1.48,10.1,In Stock,1
FURNITURE,10153.66,2.03,0.2,Out of Stock,0
ELECTRONICS,5388.24,2.57,3.08,Out of Stock,0
FURNITURE,7521.84,3.2,8.21,Out of Stock,0
FURNITURE,5774.11,2.2,9.21,Out of Stock,0
FURNITURE,13330.26,3.64,8.3,Out of Stock,0
CLOTHING,1405.73,3.1,44.57,In Stock,1
CLOTHING,598.11,4.96,34.9,In Stock,1
CLOTHING,2202.84,2.11,32.25,In Stock,1
ELECTRONICS,7423.89,1.42,5.56,In Stock,1
ELECTRONICS,9451.57,3.2,8.27,In Stock,1
ELECTRONICS,7251.75,3.86,14.06,In Stock,1
CLOTHING,2035.11,3.46,24.52,In Stock,1
ELECTRONICS,494.95,3.47,28.24,In Stock,1
CLOTHING,1971.99,2.93,25.24,Out of Stock,0
ELECTRONICS,9028.42,1.65,5.86,Out of Stock,0
FURNITURE,11154.1,2.1,11.89,Out of Stock,0
ELECTRONICS,4565.44,3.67,1.03,Out of Stock,0
FURNITURE,3151.11,4.14,8.72,Out of Stock,0
ELECTRONICS,7221.92,1.81,9.25,Out of Stock,0
FOOD,431.75,4.98,29.5,In Stock,1
FURNITURE,10620.29,2.55,7.37,Out of Stock,0
ELECTRONICS,8412.4,1.41,6.57,Out of Stock,0
CLOTHING,688.18,2.22,13.81,In Stock,1
ELECTRONICS,7426.27,3.03,9.71,In Stock,1
ELECTRONICS,6677.38,1.33,11.01,Out of Stock,0
ELECTRONICS,6356.34,3.46,19.54,Out of Stock,0
FOOD,133.49,3.42,14.19,In Stock,1
FURNITURE,14623.37,3.7,13.47,Out of Stock,0
ELECTRONICS,300.29,4.98,3.08,In Stock,1
ELECTRONICS,5264.86,4.42,18.55,In Stock,1
FURNITURE,4087.02,1.4,0.5,Out of Stock,0
FOOD,419.74,3.42,29.1,In Stock,1
CLOTHING,2169.65,3.46,39.93,In Stock,1
FOOD,451.31,4.59,17.87,In Stock,1
CLOTHING,1787.38,3.68,29.01,In Stock,1
CLOTHING,2558.63,4.95,23.5,In Stock,1
FURNITURE,12160.69,1.35,11.65,Out of Stock,0
CLOTHING,1428.54,2.12,21.35,In Stock,1
CLOTHING,1787.38,2.36,46.58,In Stock,1
FURNITURE,3932.07,4.26,10.61,In Stock,1
ELECTRONICS,297.28,3.78,22.22,In Stock,1
ELECTRONICS,8007.36,3.03,7.78,Out of Stock,0
ELECTRONICS,7439.07,4.96,4.28,In Stock,1
ELECTRONICS,7251.75,2.17,15.3,In Stock,1
FOOD,623.01,3.58,2.44,In Stock,1
CLOTHING,528.58,3.28,23.47,In Stock,1
ELECTRONICS,9941.95,2.88,5.13,Out of Stock,0
FURNITURE,13694.75,2.72,8.99,Out of Stock,0
FOOD,121.75,3.77,28.33,In Stock,1
ELECTRONICS,7947.53,2.38,12.51,Out of Stock,0
FOOD,732.81,3.55,15.15,In Stock,1
FOOD,769.02,3.34,21.59,In Stock,1
ELECTRONICS,8072.41,3.72,7.02,Out of Stock,0
CLOTHING,1284.7,4.05,14.7,In Stock,1
FURNITURE,8035.86,1.66,0.12,Out of Stock,0
CLOTHING,2925.14,3.3,48.62,In Stock,1
FOOD,155.24,4.17,6.03,In Stock,1
CLOTHING,2475.19,4.35,10.07,In Stock,1
ELECTRONICS,9560.32,1.78,12.26,Out of Stock,0
ELECTRONICS,9928.17,4.53,19.13,Out of Stock,0
CLOTHING,1356.5,2.32,13.48,Out of Stock,0
ELECTRONICS,7502.47,4.17,3.0,Out of Stock,0
ELECTRONICS,8298.66,2.29,6.82,Out of Stock,0
FURNITURE,8628.3,2.63,12.23,Out of Stock,0
FURNITURE,4871.02,3.76,0.96,In Stock,1
FURNITURE,5328.65,3.3,12.82,Out of Stock,0
FURNITURE,6032.16,2.15,8.06,Out of Stock,0
ELECTRONICS,6057.86,4.24,15.47,In Stock,1
FURNITURE,4743.5,2.62,11.62,Out of Stock,0
ELECTRONICS,6686.65,3.03,1.0,Out of Stock,0
FURNITURE,10304.27,1.53,12.46,Out of Stock,0
FURNITURE,7265.39,1.99,12.61,Out of Stock,0
FOOD,87.61,3.79,11.1,In Stock,1
FURNITURE,6417.6,4.19,11.26,Out of Stock,0
FOOD,419.74,4.43,15.82,In Stock,1
CLOTHING,2752.17,2.94,30.84,Out of Stock,0
CLOTHING,1751.89,3.47,25.52,In Stock,1
FOOD,204.22,4.51,13.54,In Stock,1
ELECTRONICS,9792.58,2.04,13.65,Out of Stock,0
FOOD,755.54,3.96,26.14,In Stock,1
FURNITURE,12929.77,2.26,12.23,Out of Stock,0
ELECTRONICS,5781.31,3.14,4.61,Out of Stock,0
FURNITURE,11924.84,2.85,6.17,Out of Stock,0
FURNITURE,6225.57,4.5,1.08,Out of Stock,0
FURNITURE,3522.73,1.76,14.57,Out of Stock,0
FURNITURE,14750.86,3.29,13.2,Out of Stock,0
FOOD,210.47,4.94,4.28,In Stock,1
FURNITURE,4213.5,2.75,8.6,Out of Stock,0
FURNITURE,12371.69,2.28,14.67,Out of Stock,0
ELECTRONICS,7172.1,1.6,9.32,Out of Stock,0
CLOTHING,2197.59,4.5,25.64,In Stock,1
FOOD,495.21,3.53,19.38,In Stock,1
ELECTRONICS,9929.86,1.2,17.73,Out of Stock,0
FOOD,471.71,3.5,28.65,In Stock,1
FOOD,412.52,3.66,5.44,In Stock,1
ELECTRONICS,6222.26,4.33,12.29,In Stock,1
FOOD,734.93,3.46,3.63,In Stock,1
FURNITURE,3073.05,2.78,14.97,In Stock,1
CLOTHING,2237.41,2.93,44.46,In Stock,1
ELECTRONICS,8908.61,1.06,16.34,In Stock,1
ELECTRONICS,6502.63,1.6,4.53,Out of Stock,0
CLOTHING,1671.45,3.27,18.0,In Stock,1
FURNITURE,8628.3,3.67,14.85,Out of Stock,0
ELECTRONICS,8888.96,2.18,4.9,Out of Stock,0
FOOD,213.25,3.27,16.54,In Stock,1
ELECTRONICS,8027.0,3.82,13.6,Out of Stock,0
CLOTHING,1230.83,2.99,35.67,In Stock,1
FURNITURE,7193.37,2.75,5.62,Out of Stock,0
FOOD,254.06,3.18,24.9,In Stock,1
ELECTRONICS,9265.56,1.88,1.3,Out of Stock,0
CLOTHING,2347.07,2.63,22.7,Out of Stock,0
ELECTRONICS,5320.68,1.91,15.86,Out of Stock,0
CLOTHING,2510.99,2.62,20.12,Out of Stock,0
FOOD,419.74,3.15,29.77,In Stock,1
ELECTRONICS,8277.97,3.17,12.23,In Stock,1
CLOTHING,2600.19,4.42,12.23,In Stock,1
CLOTHING,967.02,3.96,21.91,In Stock,1
FURNITURE,14789.79,3.33,14.35,Out of Stock,0
FURNITURE,5417.36,4.02,4.82,In Stock,1
ELECTRONICS,9947.82,1.63,10.33,Out of Stock,0
FURNITURE,12514.13,2.51,7.02,Out of Stock,0
CLOTHING,2965.89,3.28,32.18,In Stock,1
CLOTHING,636.35,4.53,34.17,In Stock,1
FURNITURE,7848.24,1.06,8.88,Out of Stock,0
FURNITURE,3151.89,2.75,9.24,Out of Stock,0
FURNITURE,5268.2,1.67,9.8,Out of Stock,0
FOOD,90.27,3.63,4.48,In Stock,1
CLOTHING,1950.44,3.99,37.45,In Stock,1
FURNITURE,6062.77,1.31,1.18,Out of Stock,0
CLOTHING,1565.38,4.84,14.8,In Stock,1
FOOD,242.56,3.2,18.17,Out of Stock,0
CLOTHING,2199.68,3.93,43.75,In Stock,1
FOOD,414.82,3.27,8.68,Out of Stock,0
ELECTRONICS,8312.15,3.45,10.62,In Stock,1
ELECTRONICS,8414.82,3.55,17.63,In Stock,1
FURNITURE,10032.2,3.73,3.73,Out of Stock,0
ELECTRONICS,8390.91,4.61,7.71,In Stock,1
FOOD,634.33,4.45,1.79,In Stock,1
ELECTRONICS,7907.54,1.52,19.35,In Stock,1
ELECTRONICS,9057.04,1.44,2.44,Out of Stock,0
ELECTRONICS,7972.37,2.38,12.23,Out of Stock,0
ELECTRONICS,7708.21,2.55,2.02,Out of Stock,0
FURNITURE,12623.04,4.2,11.35,Out of Stock,0
CLOTHING,2556.06,2.65,16.86,In Stock,1
FURNITURE,5502.33,3.68,14.22,In Stock,1
FOOD,587.63,4.76,19.16,In Stock,1
CLOTHING,1469.15,3.28,8.39,In Stock,1
FOOD,73.59,4.39,13.15,In Stock,1
FOOD,419.74,4.12,8.32,In Stock,1
FURNITURE,8710.71,2.65,5.83,Out of Stock,0
CLOTHING,2551.69,3.35,32.16,In Stock,1
CLOTHING,2738.8,4.6,45.07,In Stock,1
FURNITURE,8628.3,1.12,3.92,In Stock,1
FURNITURE,6344.49,4.18,9.74,In Stock,1
FURNITURE,3980.45,1.47,2.34,Out of Stock,0
CLOTHING,2076.05,4.21,43.68,In Stock,1
ELECTRONICS,14287.64,1.71,4.65,Out of Stock,0
CLOTHING,1100.81,3.08,46.16,In Stock,1
CLOTHING,1937.78,4.21,27.06,In Stock,1
ELECTRONICS,5144.29,1.26,10.76,Out of Stock,0
FOOD,419.74,3.43,21.66,In Stock,1
ELECTRONICS,9053.33,3.03,14.93,In Stock,1
CLOTHING,1510.07,4.04,39.38,In Stock,1
FURNITURE,14903.12,2.21,12.23,Out of Stock,0
ELECTRONICS,5828.1,1.82,13.87,Out of Stock,0
ELECTRONICS,9585.23,2.58,3.6,Out of Stock,0
ELECTRONICS,6425.5,2.82,5.81,Out of Stock,0
FURNITURE,5802.95,3.58,0.12,Out of Stock,0
FOOD,454.42,4.59,7.99,In Stock,1
ELECTRONICS,2008.23,4.01,34.48,In Stock,1
FURNITURE,8350.2,2.21,12.54,Out of Stock,0
ELECTRONICS,12101.35,2.12,1.55,Out of Stock,0
CLOTHING,679.52,2.28,31.23,In Stock,1
FOOD,88.75,3.96,22.6,In Stock,1
FURNITURE,6532.18,2.75,11.18,Out of Stock,0
FOOD,234.37,3.96,22.43,In Stock,1
ELECTRONICS,6987.27,1.84,10.43,Out of Stock,0
FURNITURE,14056.77,3.24,2.59,Out of Stock,0
FOOD,562.07,3.85,17.75,In Stock,1
CLOTHING,2335.16,3.54,41.63,In Stock,1
CLOTHING,2305.39,3.85,11.79,In Stock,1
ELECTRONICS,9179.75,4.74,2.74,Out of Stock,0
ELECTRONICS,7441.21,2.04,15.09,In Stock,1
FURNITURE,11659.56,2.75,13.16,Out of Stock,0
ELECTRONICS,5904.87,4.19,9.14,Out of Stock,0
CLOTHING,1320.68,2.47,12.54,In Stock,1
FOOD,546.42,4.1,3.66,In Stock,1
ELECTRONICS,5563.49,1.29,14.88,Out of Stock,0
FURNITURE,11542.59,1.2,8.4,Out of Stock,0
ELECTRONICS,5423.38,3.03,18.14,Out of Stock,0
CLOTHING,2245.58,4.78,41.52,In Stock,1
CLOTHING,2571.35,3.71,18.77,In Stock,1
ELECTRONICS,6089.0,2.31,12.57,Out of Stock,0
ELECTRONICS,5863.28,2.03,9.36,Out of Stock,0
ELECTRONICS,224.79,4.18,27.7,Out of Stock,0
FURNITURE,11977.07,3.33,8.74,Out of Stock,0
ELECTRONICS,7439.74,1.75,12.23,Out of Stock,0
FOOD,236.4,3.18,22.5,In Stock,1
FOOD,181.71,3.74,0.85,In Stock,1
ELECTRONICS,4644.82,1.61,0.82,Out of Stock,0
CLOTHING,2141.64,4.51,21.8,In Stock,1
CLOTHING,2686.44,2.64,19.64,Out of Stock,0
CLOTHING,876.84,3.86,23.89,In Stock,1
FOOD,509.96,4.52,16.37,In Stock,1
FURNITURE,10531.56,4.27,4.49,Out of Stock,0
ELECTRONICS,6795.82,3.87,12.23,In Stock,1
CLOTHING,946.33,3.13,26.05,In Stock,1
FURNITURE,8032.68,1.62,13.87,Out of Stock,0
FURNITURE,12147.83,2.68,10.2,Out of Stock,0
FURNITURE,13767.39,1.48,3.76,Out of Stock,0
FURNITURE,9512.41,3.8,12.23,In Stock,1
CLOTHING,2960.05,3.36,21.17,In Stock,1
FOOD,269.54,3.35,23.75,In Stock,1
FOOD,766.56,3.83,12.23,In Stock,1
ELECTRONICS,9118.99,2.92,13.48,Out of Stock,0
FOOD,376.24,4.12,1.74,In Stock,1
FOOD,572.2,3.11,24.51,In Stock,1
ELECTRONICS,9124.73,1.95,6.47,Out of Stock,0
FURNITURE,8628.3,2.75,4.31,Out of Stock,0
FOOD,494.36,3.6,1.66,In Stock,1
FURNITURE,3030.33,1.35,11.88,In Stock,1
ELECTRONICS,9807.16,2.71,12.23,Out of Stock,0
CLOTHING,867.12,3.46,11.51,In Stock,1
FOOD,508.41,4.87,5.87,In Stock,1
CLOTHING,2411.41,3.46,21.9,In Stock,1
FOOD,133.06,3.7,5.21,In Stock,1
ELECTRONICS,7479.66,2.46,4.51,Out of Stock,0
ELECTRONICS,8283.11,4.68,8.01,Out of Stock,0
FOOD,194.26,3.54,25.62,In Stock,1
FOOD,478.73,3.91,4.49,In Stock,1
ELECTRONICS,1624.32,2.84,47.44,In Stock,1
FURNITURE,13608.84,1.29,7.75,Out of Stock,0
FURNITURE,5700.7,2.44,13.15,Out of Stock,0
FOOD,445.64,3.67,6.24,In Stock,1
FOOD,650.24,4.25,14.04,In Stock,1
CLOTHING,1043.71,3.0,48.19,In Stock,1
FURNITURE,9241.08,2.4,7.82,Out of Stock,0
FOOD,634.24,3.68,5.36,In Stock,1
FOOD,488.7,4.33,21.38,In Stock,1
FURNITURE,13583.85,2.3,1.13,Out of Stock,0
CLOTHING,2895.87,3.31,33.05,In Stock,1
FURNITURE,10995.66,2.91,3.08,Out of Stock,0
ELECTRONICS,8775.72,4.22,11.06,Out of Stock,0
CLOTHING,1721.4,2.34,8.78,In Stock,1
CLOTHING,1348.91,2.93,47.91,In Stock,1
FURNITURE,12403.47,3.31,7.76,Out of Stock,0
FURNITURE,5008.41,4.42,5.63,Out of Stock,0
ELECTRONICS,130.19,3.99,26.22,In Stock,1
FOOD,715.47,3.02,26.59,In Stock,1
ELECTRONICS,253.61,3.08,25.43,In Stock,1
FURNITURE,13366.4,3.09,8.62,Out of Stock,0
CLOTHING,2532.8,4.36,45.05,In Stock,1
CLOTHING,1881.87,4.9,49.83,In Stock,1
ELECTRONICS,5582.72,4.4,10.0,In Stock,1
FURNITURE,7650.8,3.15,0.84,Out of Stock,0
FOOD,429.85,4.74,6.4,In Stock,1
CLOTHING,1565.97,4.82,24.29,In Stock,1
ELECTRONICS,6791.84,2.76,10.39,Out of Stock,0
FURNITURE,10583.9,3.8,6.78,Out of Stock,0
ELECTRONICS,9087.4,3.13,6.77,Out of Stock,0
FOOD,543.46,4.44,16.74,In Stock,1
FURNITURE,3679.38,1.59,4.28,In Stock,1
CLOTHING,1206.56,4.02,5.83,In Stock,1
ELECTRONICS,8778.41,2.06,6.2,Out of Stock,0
FOOD,445.93,3.43,26.53,In Stock,1
FURNITURE,4024.43,2.56,12.74,Out of Stock,0
FOOD,511.88,3.58,12.62,In Stock,1
ELECTRONICS,11480.33,3.03,13.4,Out of Stock,0
ELECTRONICS,6712.16,4.99,0.07,Out of Stock,0
FOOD,70.72,4.65,5.98,In Stock,1
FOOD,95.58,3.47,12.78,In Stock,1
FURNITURE,11766.8,3.19,3.56,In Stock,1
ELECTRONICS,7516.35,4.7,16.3,In Stock,1
FURNITURE,6878.28,4.44,10.63,In Stock,1
FOOD,96.84,3.07,5.05,In Stock,1
CLOTHING,1787.38,2.55,28.02,In Stock,1
ELECTRONICS,5466.3,4.68,6.88,Out of Stock,0
FURNITURE,13897.58,4.31,0.09,In Stock,1
ELECTRONICS,7320.68,1.1,18.17,In Stock,1
CLOTHING,1796.02,2.22,9.96,In Stock,1
CLOTHING,1458.77,4.82,36.18,In Stock,1
FURNITURE,13411.43,2.28,0.65,Out of Stock,0
FOOD,780.74,3.03,28.43,In Stock,1
FURNITURE,7424.13,1.04,10.34,Out of Stock,0
CLOTHING,2951.35,4.9,12.24,In Stock,1
FOOD,185.94,4.13,19.12,In Stock,1
ELECTRONICS,604.56,3.36,28.77,In Stock,1
FURNITURE,10664.87,3.96,8.1,Out of Stock,0
FURNITURE,7971.32,4.42,8.73,Out of Stock,0
ELECTRONICS,9334.37,4.81,12.23,Out of Stock,0
FOOD,461.7,3.01,1.2,In Stock,1
ELECTRONICS,6004.26,1.74,5.1,In Stock,1
FOOD,278.7,3.72,12.62,In Stock,1
CLOTHING,747.17,2.13,35.33,In Stock,1
CLOTHING,1843.34,3.33,33.55,In Stock,1
CLOTHING,2569.2,3.28,33.85,In Stock,1
FOOD,765.18,4.68,12.78,In Stock,1
CLOTHING,2111.79,2.53,30.22,In Stock,1
FOOD,786.0,4.04,27.83,In Stock,1
CLOTHING,1518.34,5.0,31.06,In Stock,1
ELECTRONICS,5211.34,3.35,5.49,In Stock,1
FURNITURE,3389.78,3.87,4.14,In Stock,1
CLOTHING,2491.37,2.86,13.74,In Stock,1
CLOTHING,2934.84,3.08,32.06,In Stock,1
FOOD,507.49,4.12,27.44,In Stock,1
CLOTHING,2186.1,3.21,43.81,In Stock,1
ELECTRONICS,5905.31,3.18,19.01,In Stock,1
CLOTHING,2063.49,4.45,34.41,In Stock,1
FURNITURE,13072.45,4.31,4.09,Out of Stock,0
FOOD,177.25,3.97,21.06,In Stock,1
FOOD,220.39,3.01,10.29,In Stock,1
