Category,Price,Rating,Discount,Stock
Electronics,6542.11,3.72,11.31,In Stock
Furniture,8235.47,2.89,2.96,Out of Stock
Food,373.04,4.0,27.04,In Stock
Electronics,6304.18,4.47,12.88,In Stock
Electronics,5101.7,3.9,0.71,Out of Stock
Electronics,9986.91,4.49,5.95,Out of Stock
Clothing,1143.53,3.14,21.03,In Stock
Electronics,6861.69,2.27,12.42,In Stock
Electronics,5821.32,4.38,16.25,In Stock
,1691.21,4.56,16.12,Out of Stock
Food,63.17,4.24,13.74,In Stock
Food,475.37,4.8,29.1,In Stock
Food,525.84,4.53,2.51,In Stock
Electronics,5803.58,3.93,8.63,In Stock
Furniture,8351.58,2.08,9.11,Out of Stock
Furniture,5221.98,3.19,2.61,Out of Stock
Furniture,3765.91,2.16,3.47,Out of Stock
Furniture,13667.9,1.19,2.65,Out of Stock
Furniture,9584.64,2.68,0.69,Out of Stock
Food,55.44,4.98,19.77,In Stock
Electronics,6827.03,2.88,5.33,Out of Stock
Food,308.66,4.3,26.48,In Stock
Food,188.1,4.68,3.65,In Stock
Food,211.24,3.07,4.22,In Stock
Food,737.98,3.92,2.33,In Stock
Electronics,9798.63,,15.09,Out of Stock
Clothing,2833.68,2.66,42.64,Out of Stock
Furniture,11279.89,,11.95,Out of Stock
Food,309.87,,7.87,In Stock
Food,296.44,3.22,28.05,In Stock
Clothing,1227.51,3.56,22.61,In Stock
Clothing,2899.82,3.01,40.03,In Stock
Furniture,13264.99,2.52,5.67,Out of Stock
Food,610.81,4.83,22.65,In Stock
Furniture,5725.52,4.11,5.81,In Stock
Clothing,1940.57,4.49,13.48,In Stock
Food,638.38,4.19,26.8,In Stock
Electronics,5859.85,,16.66,Out of Stock
Food,64.42,3.22,29.72,In Stock
Clothing,1200.99,4.93,13.21,In Stock
Clothing,1402.74,4.26,34.6,In Stock
Food,485.84,4.06,25.3,In Stock
Furniture,5819.38,2.55,2.33,Out of Stock
Electronics,7979.71,2.0,6.68,In Stock
Furniture,8655.01,1.09,1.38,Out of Stock
Clothing,2214.82,3.29,43.92,In Stock
Clothing,2236.68,2.02,32.75,In Stock
Electronics,5468.62,4.12,19.83,In Stock
Clothing,1828.0,4.05,15.68,In Stock
Food,378.2,4.71,5.02,In Stock
Electronics,6327.68,2.78,14.24,Out of Stock
Clothing,1439.71,4.78,9.25,In Stock
Furniture,7449.65,3.48,3.39,In Stock
Electronics,8282.07,1.66,1.12,Out of Stock
Furniture,4452.19,4.25,8.28,In Stock
Clothing,2490.86,3.0,31.67,In Stock
Food,421.21,4.89,22.43,In Stock
Clothing,2326.36,2.14,29.74,Out of Stock
Electronics,7334.96,4.71,5.15,In Stock
,6349.17,2.65,4.87,Out of Stock
Electronics,5645.92,4.43,11.17,In Stock
Electronics,9306.81,4.32,5.64,In Stock
,460.8,3.17,27.46,In Stock
Furniture,7851.15,2.38,4.54,In Stock
Furniture,8527.96,1.88,5.62,Out of Stock
Food,649.96,4.67,9.13,In Stock
Electronics,7345.07,4.5,1.05,Out of Stock
Clothing,2722.86,2.66,35.53,In Stock
Clothing,1956.38,3.66,43.67,In Stock
Electronics,5507.86,2.39,10.77,Out of Stock
Food,658.47,3.43,24.09,In Stock
Food,349.73,3.38,22.77,In Stock
Clothing,727.25,3.54,7.87,In Stock
Clothing,1391.04,3.8,30.03,In Stock
Furniture,7855.87,2.5,3.4,Out of Stock
Furniture,8470.59,4.34,12.76,Out of Stock
Clothing,,2.09,47.01,In Stock
Furniture,9321.0,2.88,11.71,Out of Stock
Furniture,6776.27,2.69,14.53,Out of Stock
Clothing,2180.37,2.46,11.0,In Stock
Clothing,1010.66,4.3,18.29,In Stock
Food,66.04,4.89,5.09,Out of Stock
Furniture,3114.7,1.83,3.53,Out of Stock
Furniture,8064.06,4.22,13.19,Out of Stock
Electronics,,2.64,11.1,Out of Stock
Clothing,,2.16,47.27,In Stock
Food,190.02,,14.17,In Stock
Food,418.71,3.04,4.44,In Stock
Electronics,6890.77,3.73,4.57,Out of Stock
Furniture,8076.17,2.95,13.33,In Stock
Food,294.55,3.27,14.68,In Stock
Furniture,11960.66,1.38,6.37,Out of Stock
,3213.42,1.12,7.24,Out of Stock
Food,273.65,4.69,18.06,Out of Stock
Clothing,1634.83,3.22,27.38,In Stock
Food,80.33,4.79,29.95,In Stock
Electronics,5907.44,1.48,2.87,In Stock
Food,,4.32,25.44,In Stock
Electronics,8759.13,2.8,12.26,Out of Stock
Food,566.21,4.03,14.27,In Stock
Electronics,8225.49,3.23,12.88,Out of Stock
Electronics,8064.27,3.88,12.86,In Stock
Electronics,7598.71,3.73,8.99,Out of Stock
Electronics,6208.36,1.01,11.2,Out of Stock
Food,492.99,4.94,10.84,In Stock
Food,345.6,3.4,2.12,In Stock
Food,629.6,3.5,18.27,In Stock
Electronics,8438.87,2.88,17.53,Out of Stock
Electronics,7218.97,2.14,17.92,Out of Stock
Electronics,9307.82,1.66,0.52,Out of Stock
Electronics,5449.93,2.15,19.45,In Stock
Furniture,9702.19,2.31,13.33,Out of Stock
Electronics,,2.26,18.82,Out of Stock
Clothing,2623.79,4.53,28.05,In Stock
Electronics,8947.19,1.72,11.46,Out of Stock
Electronics,9919.23,,15.89,Out of Stock
Food,417.86,3.08,22.89,In Stock
Food,176.43,4.26,2.57,In Stock
Electronics,9734.34,2.17,4.53,Out of Stock
Electronics,5645.68,4.78,14.24,In Stock
Clothing,2354.15,3.5,26.36,In Stock
Electronics,5550.11,3.24,4.94,Out of Stock
Electronics,9885.73,4.19,8.26,Out of Stock
Furniture,4816.1,3.75,1.83,In Stock
Food,192.0,3.42,16.71,In Stock
Food,640.29,3.63,2.54,Out of Stock
Clothing,1661.35,4.24,14.97,In Stock
Clothing,1049.81,4.84,47.94,In Stock
Food,792.85,4.62,5.65,In Stock
Food,208.99,3.68,9.54,In Stock
Food,767.4,4.58,21.72,Out of Stock
Electronics,,4.64,16.56,Out of Stock
Food,172.73,4.74,8.17,In Stock
Clothing,702.17,3.97,34.42,In Stock
Furniture,4139.18,2.12,14.89,Out of Stock
Food,558.82,4.46,6.39,In Stock
Food,109.09,3.55,7.47,In Stock
Electronics,6172.72,1.77,11.5,Out of Stock
,296.08,4.64,5.52,In Stock
Electronics,,1.05,9.63,Out of Stock
Clothing,639.6,4.93,40.58,In Stock
Electronics,7450.56,,11.85,Out of Stock
Food,619.07,3.38,17.05,In Stock
Electronics,9071.05,4.07,16.06,In Stock
Clothing,2698.31,4.81,23.25,In Stock
Furniture,9825.23,3.77,10.46,In Stock
Electronics,9977.6,1.05,7.1,Out of Stock
Food,260.77,,6.68,Out of Stock
Clothing,2272.81,2.25,38.37,In Stock
Electronics,8467.13,2.0,5.06,In Stock
Furniture,10546.33,3.67,13.15,Out of Stock
Electronics,9260.7,4.86,11.63,Out of Stock
Clothing,2771.64,4.43,45.26,In Stock
Food,58.72,4.93,14.21,In Stock
Food,648.64,3.25,11.88,In Stock
Food,253.6,3.58,3.7,In Stock
Clothing,2514.41,2.03,19.06,In Stock
Electronics,5872.05,3.36,5.09,Out of Stock
Food,244.25,3.98,19.58,In Stock
Food,140.98,3.35,7.42,In Stock
,14684.98,,,Out of Stock
Furniture,5898.51,2.72,1.11,Out of Stock
Furniture,3416.91,,5.98,Out of Stock
Clothing,842.2,4.06,49.68,In Stock
Clothing,1489.12,3.87,48.33,In Stock
Furniture,12978.42,2.62,11.06,Out of Stock
Clothing,820.34,3.54,17.56,In Stock
Electronics,5805.82,2.71,2.62,Out of Stock
Furniture,11387.82,2.6,7.97,Out of Stock
Furniture,4756.51,1.49,8.75,Out of Stock
Clothing,2962.52,2.29,17.86,In Stock
Electronics,9347.3,1.29,,Out of Stock
Clothing,1810.71,3.22,18.94,In Stock
Furniture,6565.41,2.07,13.27,Out of Stock
Furniture,11685.54,3.34,11.98,Out of Stock
Electronics,6285.57,3.47,9.2,Out of Stock
Electronics,8912.21,2.24,12.86,Out of Stock
Furniture,13586.55,2.41,1.0,Out of Stock
Clothing,1790.13,3.04,35.25,In Stock
Food,763.27,3.97,13.99,In Stock
Furniture,10855.02,1.36,3.8,Out of Stock
Electronics,9594.9,3.68,0.27,In Stock
Food,203.47,4.37,22.93,In Stock
,9199.3,2.17,18.62,Out of Stock
Clothing,1882.37,4.09,31.85,In Stock
Furniture,4472.88,4.37,1.84,Out of Stock
Clothing,1137.2,4.44,32.84,In Stock
Furniture,13057.79,2.81,5.65,Out of Stock
Food,741.38,3.07,25.68,Out of Stock
Clothing,1077.04,4.55,11.26,In Stock
Electronics,7901.09,4.55,9.47,Out of Stock
Clothing,2366.42,4.41,38.14,In Stock
Clothing,2813.32,3.34,12.79,In Stock
Electronics,5239.06,1.99,2.86,Out of Stock
Clothing,,2.55,6.75,Out of Stock
Clothing,589.97,4.49,31.62,In Stock
Food,318.56,4.79,2.11,In Stock
Food,785.24,4.23,5.5,In Stock
Food,559.3,4.53,12.88,In Stock
Electronics,9308.16,1.6,5.58,Out of Stock
Electronics,5467.46,1.84,4.77,Out of Stock
Food,738.22,3.16,12.82,Out of Stock
Clothing,1831.0,,49.9,In Stock
Electronics,8766.94,4.88,15.74,Out of Stock
Furniture,14558.43,3.48,1.2,Out of Stock
Furniture,7823.04,3.26,5.26,Out of Stock
Food,255.04,4.15,28.01,In Stock
Electronics,,4.08,14.45,Out of Stock
Furniture,14567.44,4.26,11.43,Out of Stock
Food,440.31,3.41,16.36,In Stock
Furniture,12184.22,4.13,,In Stock
Furniture,5343.2,3.1,4.98,Out of Stock
Furniture,,1.7,1.7,In Stock
Food,682.04,3.52,8.54,In Stock
Electronics,9799.68,2.52,0.19,In Stock
Food,262.88,3.24,3.08,In Stock
Food,,4.19,5.68,In Stock
Food,320.93,4.72,12.73,In Stock
Electronics,9578.46,2.99,7.98,Out of Stock
Electronics,8751.94,1.29,1.79,Out of Stock
Furniture,10823.68,2.7,11.86,Out of Stock
Food,737.2,3.78,17.89,Out of Stock
Furniture,9008.36,4.44,12.47,Out of Stock
Furniture,13940.85,1.89,11.59,Out of Stock
Food,249.1,3.42,28.33,In Stock
Food,64.48,4.93,4.48,In Stock
Furniture,12833.26,1.97,5.26,Out of Stock
Food,212.57,4.17,10.44,In Stock
Food,,3.03,1.93,In Stock
Electronics,5498.31,2.68,16.3,Out of Stock
,2720.44,2.73,30.85,In Stock
Food,626.27,3.58,12.27,In Stock
Clothing,1809.94,2.4,6.17,In Stock
Electronics,5764.03,3.51,1.47,Out of Stock
Clothing,974.24,3.01,,In Stock
Electronics,5958.5,4.65,0.39,Out of Stock
Electronics,8267.16,2.54,,In Stock
Clothing,1971.73,2.67,43.12,In Stock
Furniture,8903.28,3.88,6.09,In Stock
Food,788.51,4.54,28.98,In Stock
Electronics,7571.63,2.89,15.11,Out of Stock
Electronics,9401.46,4.86,6.49,Out of Stock
Food,649.03,3.42,16.37,In Stock
,949.62,3.04,46.91,In Stock
Furniture,4753.09,3.21,8.89,Out of Stock
Food,140.55,3.65,16.89,In Stock
Furniture,5246.14,3.8,14.58,In Stock
Clothing,1036.9,2.56,25.47,Out of Stock
Food,610.82,3.56,0.6,In Stock
,1853.05,4.87,22.61,In Stock
Furniture,8041.61,4.39,10.42,Out of Stock
Food,589.38,4.13,29.24,In Stock
Clothing,2222.17,4.69,,In Stock
Clothing,,2.87,18.66,In Stock
Electronics,8914.92,2.19,11.26,Out of Stock
Food,237.01,4.63,3.32,In Stock
,9147.23,3.41,3.74,In Stock
Food,456.53,3.56,9.7,In Stock
Clothing,1378.82,2.19,49.37,In Stock
Food,73.65,4.32,11.14,In Stock
Furniture,10752.12,2.25,10.11,Out of Stock
Furniture,11750.83,3.42,,Out of Stock
Furniture,10882.72,1.98,0.43,Out of Stock
Electronics,7074.15,2.73,9.34,Out of Stock
Electronics,8524.12,2.24,6.31,Out of Stock
Food,95.41,4.37,17.03,In Stock
Clothing,1373.56,4.12,29.18,In Stock
Clothing,1673.11,3.53,33.64,In Stock
Electronics,8300.01,2.16,2.81,Out of Stock
,891.59,3.92,44.28,In Stock
Electronics,7047.48,1.68,15.13,Out of Stock
Furniture,12989.87,4.08,9.1,Out of Stock
Electronics,9303.64,1.06,2.14,Out of Stock
Food,119.43,4.43,2.09,In Stock
Electronics,7481.82,2.89,6.21,Out of Stock
Food,702.8,3.34,10.57,In Stock
Clothing,2435.43,2.09,35.28,Out of Stock
Furniture,12796.77,4.26,13.14,Out of Stock
Furniture,6832.61,3.05,1.16,In Stock
Clothing,1144.68,2.28,19.18,In Stock
Furniture,13502.25,2.22,8.43,Out of Stock
Furniture,8200.57,,14.54,Out of Stock
Furniture,6553.85,3.2,6.3,Out of Stock
Furniture,3733.75,2.71,12.2,Out of Stock
Electronics,5493.76,1.28,3.07,Out of Stock
Food,623.3,4.45,16.95,In Stock
Electronics,7341.13,4.55,15.33,In Stock
Electronics,9059.71,4.25,12.85,In Stock
Furniture,8496.18,4.03,13.89,Out of Stock
Clothing,559.52,2.15,48.14,In Stock
Food,257.87,4.75,11.66,In Stock
Furniture,4429.2,1.28,2.35,Out of Stock
Furniture,5998.72,2.71,10.52,Out of Stock
Furniture,14836.78,2.55,7.77,Out of Stock
Electronics,7609.08,3.16,10.35,Out of Stock
Electronics,5043.87,1.01,1.95,Out of Stock
Clothing,753.89,4.11,14.22,In Stock
Electronics,9473.57,4.71,19.52,In Stock
Electronics,9695.41,2.09,10.2,Out of Stock
Clothing,938.64,4.42,44.98,In Stock
Furniture,13215.47,2.52,11.38,Out of Stock
Food,123.18,,22.6,In Stock
Clothing,1563.39,4.99,9.38,In Stock
Food,691.72,3.96,24.81,In Stock
Electronics,9085.64,4.66,5.96,In Stock
,9749.0,1.61,1.64,Out of Stock
Furniture,8179.39,3.9,7.1,Out of Stock
Food,671.97,,6.28,In Stock
Furniture,14386.58,1.21,13.47,Out of Stock
Electronics,6522.22,3.0,8.45,In Stock
Furniture,5062.01,2.25,2.89,Out of Stock
Food,202.91,3.37,14.67,In Stock
Food,648.45,4.14,26.8,In Stock
Food,527.41,4.38,20.03,In Stock
Furniture,8393.51,3.41,1.05,Out of Stock
Food,694.89,4.56,,In Stock
Food,626.02,3.03,6.52,In Stock
Furniture,3781.65,3.73,11.34,In Stock
Furniture,12763.63,1.02,7.52,Out of Stock
Clothing,2262.09,2.47,34.24,In Stock
Food,113.08,3.36,14.27,In Stock
Clothing,,2.44,13.34,Out of Stock
Electronics,6022.23,1.95,4.53,Out of Stock
Food,346.36,,13.14,In Stock
Furniture,12311.69,3.52,1.9,Out of Stock
Furniture,3586.1,4.07,1.2,Out of Stock
Clothing,870.85,2.07,33.28,In Stock
Food,,4.97,26.61,In Stock
,7054.22,2.49,5.94,In Stock
Furniture,4828.88,,1.98,Out of Stock
Furniture,4369.38,1.84,4.6,Out of Stock
Food,771.18,4.16,29.63,In Stock
Furniture,7469.6,2.6,4.87,Out of Stock
Food,187.17,3.29,28.35,In Stock
Food,790.11,3.09,4.51,In Stock
Electronics,7117.62,1.75,7.28,Out of Stock
Clothing,822.74,3.37,17.23,In Stock
Food,313.93,3.19,12.84,In Stock
Food,787.44,3.66,26.29,In Stock
Clothing,2608.0,4.86,40.55,In Stock
Furniture,10915.16,4.0,1.13,Out of Stock
Electronics,7314.15,4.96,15.39,In Stock
Food,771.56,4.56,26.25,In Stock
Food,579.9,4.52,15.7,In Stock
Food,743.18,4.65,25.32,In Stock
Food,,3.61,1.07,In Stock
Clothing,2839.14,3.76,18.42,In Stock
Electronics,5745.68,4.32,16.73,Out of Stock
Food,660.88,4.29,10.98,In Stock
Food,,3.02,25.01,In Stock
Electronics,5437.16,3.52,10.08,Out of Stock
Food,445.02,4.85,0.95,In Stock
Clothing,2433.48,2.16,6.72,Out of Stock
Food,372.36,3.13,23.67,In Stock
Furniture,9354.76,1.1,0.61,Out of Stock
Electronics,8063.34,4.22,8.76,In Stock
Electronics,7772.9,4.2,,In Stock
,5697.12,3.15,9.42,Out of Stock
Food,600.58,4.24,29.08,In Stock
Food,197.97,4.9,16.15,In Stock
Furniture,11063.47,1.35,5.71,Out of Stock
Furniture,12232.55,3.47,0.6,In Stock
Furniture,9559.13,1.31,14.94,Out of Stock
Food,722.97,3.04,25.76,In Stock
Clothing,2798.57,3.06,37.38,In Stock
Clothing,1605.26,3.97,20.31,In Stock
Electronics,6612.8,2.7,2.91,Out of Stock
Food,673.35,3.7,12.0,In Stock
Clothing,2735.14,3.49,29.49,In Stock
Furniture,14477.98,4.1,2.54,Out of Stock
Food,404.91,4.94,11.17,In Stock
Food,328.68,3.39,,In Stock
Clothing,2350.76,4.31,48.61,Out of Stock
Electronics,8867.09,1.97,0.8,Out of Stock
Electronics,9927.19,2.36,6.24,Out of Stock
Clothing,2764.89,3.76,14.67,In Stock
Electronics,9445.48,4.97,1.73,Out of Stock
Food,,3.78,15.72,Out of Stock
Furniture,13977.79,4.41,3.93,Out of Stock
Furniture,5554.21,1.28,8.43,Out of Stock
Food,60.2,3.82,2.2,In Stock
Electronics,7026.13,1.16,16.7,In Stock
Furniture,5516.87,2.15,13.05,Out of Stock
Furniture,11955.19,1.77,1.08,Out of Stock
Electronics,8578.37,2.56,15.32,Out of Stock
Food,383.97,3.69,13.54,In Stock
Clothing,2371.4,4.71,7.24,In Stock
Furniture,9289.34,,7.03,Out of Stock
Furniture,13623.39,2.27,13.99,Out of Stock
Electronics,8153.04,4.74,15.14,In Stock
Furniture,4241.22,1.81,5.91,Out of Stock
Food,177.58,3.99,14.14,In Stock
Furniture,14475.11,2.52,11.78,Out of Stock
Clothing,2854.78,4.63,14.39,In Stock
Furniture,8952.36,2.22,6.0,Out of Stock
Electronics,6804.03,4.31,9.04,Out of Stock
,1809.24,4.95,7.7,In Stock
Electronics,7439.79,,3.02,In Stock
Furniture,10338.38,1.84,13.01,Out of Stock
Furniture,6925.2,2.15,8.97,Out of Stock
Furniture,5202.75,2.0,6.25,Out of Stock
Furniture,7243.65,2.84,8.99,Out of Stock
Electronics,7833.34,3.62,6.15,Out of Stock
Clothing,816.07,4.28,43.29,In Stock
Electronics,6285.03,2.63,9.97,In Stock
Electronics,7666.63,,0.83,Out of Stock
Electronics,8607.39,1.25,9.37,Out of Stock
Clothing,2569.18,3.35,11.71,In Stock
Clothing,2962.58,4.67,39.71,In Stock
Electronics,7057.56,1.74,18.83,Out of Stock
,7661.76,,6.84,Out of Stock
Electronics,6676.44,4.94,10.44,Out of Stock
Furniture,4688.35,1.77,7.23,Out of Stock
Furniture,3509.65,2.62,6.28,Out of Stock
Furniture,12352.04,2.24,14.74,Out of Stock
Clothing,951.92,,9.04,In Stock
Clothing,2334.66,4.98,41.86,In Stock
Furniture,9668.44,2.7,12.53,Out of Stock
Clothing,2839.94,4.97,22.84,In Stock
Clothing,2977.29,2.47,16.41,Out of Stock
Electronics,5445.08,2.09,15.36,In Stock
Electronics,9264.62,4.12,12.62,Out of Stock
Clothing,1784.92,4.13,22.59,In Stock
Clothing,2603.27,4.03,36.4,In Stock
Food,,4.77,7.56,In Stock
Electronics,6905.74,4.11,9.85,In Stock
Electronics,9446.07,2.39,7.39,Out of Stock
Furniture,13664.83,2.63,7.74,Out of Stock
Electronics,6663.82,2.11,13.12,In Stock
Clothing,799.6,,40.06,In Stock
Furniture,5288.98,3.43,9.04,Out of Stock
Electronics,5922.68,2.09,8.18,In Stock
Electronics,8496.21,3.55,10.64,Out of Stock
Clothing,2421.03,4.27,32.8,In Stock
Clothing,2467.48,3.0,44.66,In Stock
Food,511.18,4.64,16.39,In Stock
Furniture,5621.26,2.9,,Out of Stock
Electronics,8487.5,2.9,16.72,In Stock
Food,558.55,4.37,6.51,In Stock
Food,788.19,4.68,23.67,In Stock
Electronics,6651.08,3.14,2.74,Out of Stock
Food,453.86,,16.59,In Stock
Clothing,2121.8,3.17,27.43,In Stock
Clothing,2689.13,2.33,40.63,In Stock
Electronics,5853.77,1.15,3.71,Out of Stock
,2412.61,3.22,44.26,In Stock
Clothing,1811.77,2.07,37.25,In Stock
Furniture,4322.79,3.76,2.52,In Stock
Electronics,6727.23,4.05,19.08,In Stock
Clothing,1428.58,4.49,13.59,In Stock
Clothing,2517.95,3.97,13.67,In Stock
Food,276.88,3.26,11.49,In Stock
Food,202.74,,29.84,In Stock
Food,59.01,4.08,17.21,In Stock
Furniture,13970.51,2.77,8.16,Out of Stock
Furniture,8659.83,1.94,0.84,Out of Stock
Clothing,1521.64,2.16,29.77,In Stock
Food,280.47,4.07,4.03,Out of Stock
Furniture,14191.56,4.13,2.85,Out of Stock
Furniture,7121.33,3.15,1.44,Out of Stock
Furniture,7254.81,1.88,13.73,Out of Stock
Clothing,2631.28,3.74,28.42,In Stock
Electronics,9653.63,4.73,19.39,In Stock
Clothing,813.45,2.48,35.45,In Stock
Food,,3.04,1.86,In Stock
Clothing,2720.2,4.61,21.08,In Stock
Clothing,2727.63,3.78,41.27,In Stock
Furniture,8129.17,1.4,6.51,Out of Stock
Clothing,1643.25,3.65,9.75,In Stock
Furniture,14896.82,1.85,2.98,Out of Stock
Clothing,1817.01,3.61,24.79,In Stock
Clothing,2429.73,3.55,32.44,In Stock
Clothing,2309.37,2.08,30.68,In Stock
Furniture,13610.33,1.06,6.08,Out of Stock
Electronics,9631.14,,9.17,Out of Stock
Electronics,9907.71,1.8,1.31,Out of Stock
Furniture,13313.07,4.04,7.08,Out of Stock
Electronics,7571.04,4.34,14.77,In Stock
Food,248.86,3.03,14.39,In Stock
Food,694.18,4.79,28.69,In Stock
Clothing,2698.91,3.74,25.01,In Stock
Food,631.14,4.48,16.14,In Stock
Electronics,5436.64,4.7,9.11,Out of Stock
Food,322.5,4.26,20.22,In Stock
Clothing,1026.72,4.51,18.05,In Stock
Food,190.01,3.81,21.92,In Stock
Electronics,,4.24,18.81,In Stock
Food,155.45,3.14,16.73,In Stock
Electronics,6451.49,4.31,13.44,In Stock
Clothing,,2.76,26.86,In Stock
,7506.2,1.96,11.8,Out of Stock
Electronics,7216.43,2.79,7.25,Out of Stock
Furniture,3203.15,2.83,5.03,Out of Stock
,503.3,2.92,17.54,In Stock
Furniture,7721.38,,7.62,Out of Stock
Furniture,11309.28,3.21,12.06,Out of Stock
Food,389.01,4.04,24.31,In Stock
Electronics,7138.51,,8.69,In Stock
Clothing,1544.34,4.28,,In Stock
Furniture,7063.03,1.78,5.39,Out of Stock
Clothing,1075.94,3.74,40.92,In Stock
Electronics,8933.07,2.46,19.78,In Stock
Food,495.39,3.8,25.07,In Stock
Furniture,11758.49,3.62,2.94,Out of Stock
Furniture,8619.89,4.02,7.56,Out of Stock
Electronics,8417.26,3.35,16.85,Out of Stock
Food,263.42,4.15,3.7,In Stock
Electronics,,3.93,0.86,Out of Stock
Electronics,8378.95,2.66,2.48,Out of Stock
Furniture,8038.89,1.68,6.23,Out of Stock
Electronics,6921.7,3.95,15.48,In Stock
Clothing,,2.07,46.9,In Stock
Electronics,8431.17,1.14,16.38,Out of Stock
Furniture,5403.19,,,Out of Stock
Furniture,8038.07,4.11,6.56,Out of Stock
Food,106.51,4.89,27.62,In Stock
Furniture,11213.19,2.64,1.39,Out of Stock
Electronics,8953.74,1.3,1.37,Out of Stock
Clothing,1843.46,2.48,5.35,Out of Stock
Clothing,1557.78,2.41,12.22,In Stock
Electronics,,1.82,14.31,Out of Stock
Clothing,2522.32,3.36,27.79,In Stock
Furniture,3391.86,1.24,3.86,Out of Stock
Electronics,7719.49,3.96,12.1,In Stock
Clothing,1480.32,2.35,40.13,In Stock
Electronics,6818.93,3.94,10.26,In Stock
Electronics,8693.31,4.63,18.42,In Stock
Furniture,9421.28,2.79,3.99,Out of Stock
Clothing,2839.5,3.37,10.74,In Stock
Clothing,1581.76,2.38,27.61,In Stock
Furniture,9735.31,2.18,1.07,Out of Stock
Electronics,9717.52,4.09,16.78,Out of Stock
Clothing,1417.17,4.28,26.84,In Stock
Clothing,1002.71,2.37,20.53,Out of Stock
Food,153.16,5.0,1.48,In Stock
Furniture,8293.72,2.58,4.51,Out of Stock
Furniture,9856.22,1.52,11.76,Out of Stock
Clothing,1331.12,3.77,37.2,In Stock
Furniture,13668.51,3.93,9.12,Out of Stock
Electronics,6941.97,3.01,15.37,In Stock
Electronics,9387.73,1.42,7.7,Out of Stock
Electronics,8880.58,2.73,6.64,Out of Stock
,1528.31,3.81,49.99,In Stock
Food,419.74,3.42,4.89,In Stock
Food,81.76,4.12,16.34,In Stock
Furniture,5462.81,3.43,11.12,Out of Stock
Food,244.32,3.69,29.71,Out of Stock
Food,330.7,4.52,13.58,In Stock
Electronics,,4.08,13.36,In Stock
Electronics,9273.89,4.76,11.6,In Stock
Food,228.1,3.8,22.75,In Stock
Clothing,2127.21,2.53,7.31,In Stock
Furniture,11195.54,1.88,7.5,Out of Stock
Electronics,8733.73,3.25,1.67,In Stock
Electronics,5927.9,1.88,5.16,In Stock
Clothing,1913.51,3.51,14.14,In Stock
Electronics,5337.77,1.69,19.69,Out of Stock
Electronics,7342.73,4.47,16.98,In Stock
Food,433.64,4.41,5.78,In Stock
Electronics,8441.98,2.09,16.64,Out of Stock
Food,112.79,4.55,3.0,In Stock
Clothing,2702.97,2.91,34.45,In Stock
Electronics,7437.51,2.47,12.91,Out of Stock
Clothing,2868.81,,46.35,In Stock
Furniture,10308.98,3.83,5.76,In Stock
Clothing,1679.61,4.61,23.67,Out of Stock
Furniture,9415.91,1.07,2.38,Out of Stock
Electronics,,3.87,11.65,In Stock
Furniture,4719.72,2.56,5.33,Out of Stock
Electronics,7478.31,4.48,15.52,Out of Stock
Food,112.99,4.78,14.15,In Stock
Food,607.9,3.28,20.12,In Stock
Furniture,5835.91,2.53,0.25,Out of Stock
Clothing,879.03,2.28,15.79,In Stock
Electronics,5500.09,3.77,0.58,Out of Stock
Electronics,8088.7,,18.9,Out of Stock
Furniture,14197.13,1.79,9.22,Out of Stock
Food,71.0,4.86,15.69,In Stock
Furniture,3518.68,2.2,1.15,In Stock
Electronics,6964.72,3.68,9.4,In Stock
Clothing,1459.31,2.36,16.02,In Stock
Electronics,5500.72,4.23,2.7,In Stock
Furniture,10144.48,2.2,3.39,Out of Stock
Food,529.6,3.91,12.0,In Stock
Furniture,10114.22,2.72,4.55,Out of Stock
Clothing,1897.65,4.01,6.2,In Stock
Food,,3.12,5.59,In Stock
Food,470.38,4.73,26.48,In Stock
Clothing,674.86,3.26,31.24,In Stock
Furniture,4764.84,3.68,11.16,Out of Stock
Furniture,,1.03,3.25,Out of Stock
Furniture,12926.24,3.35,13.42,Out of Stock
Food,92.88,4.19,17.07,In Stock
Clothing,589.19,3.54,32.43,In Stock
Clothing,978.23,2.82,33.82,In Stock
Furniture,8619.61,4.0,5.14,Out of Stock
Electronics,6333.3,4.94,18.22,In Stock
Food,71.74,4.54,3.31,In Stock
Food,70.61,3.55,8.08,In Stock
Food,664.49,4.42,29.45,In Stock
Furniture,11538.15,2.46,10.48,Out of Stock
Clothing,2998.65,4.13,39.28,In Stock
Clothing,2845.91,2.34,36.72,In Stock
Electronics,9254.03,4.82,4.22,Out of Stock
Clothing,1759.82,4.04,16.14,In Stock
Clothing,2001.18,2.77,20.01,In Stock
Clothing,1603.8,3.59,25.22,In Stock
Furniture,8918.35,2.05,2.38,Out of Stock
Furniture,3568.2,1.69,8.73,Out of Stock
Electronics,8930.58,1.68,2.17,Out of Stock
Clothing,2373.23,2.92,47.82,In Stock
Furniture,11571.82,2.14,4.34,Out of Stock
Electronics,7618.49,1.32,2.35,Out of Stock
Electronics,5879.29,4.1,10.28,In Stock
Electronics,5052.84,3.69,8.47,Out of Stock
Food,433.14,3.43,16.55,In Stock
Electronics,9895.77,1.29,5.68,Out of Stock
Furniture,5915.97,1.87,5.68,Out of Stock
Clothing,2545.27,4.74,14.1,In Stock
